任务ID,名称,工序,批次,首批序,资产ID,场次,前置任务,验收条件,英文提示词,状态,拟定文件名
MB-C03-RAIN,韩青｜归途湿甲,MJ,B,,C03;P20;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03,MB-C03-ARMOR,比顾砚脸短宽，灰青窄袖；成熟炼身，不是少年将军；只改湿度与下摆泥痕，不新增本人伤口；甲不透光，1-3卸下，之后常服,"Single fictional Chinese man, age 25, a compact face broader through the cheeks, open almond eyes, straight brows, rounded nose tip, clean square jaw, sun-tanned warm skin, clean-shaven, strong shoulders and forearms. black hair in a compact topknot tied with gray-blue cloth. gray-blue narrow-sleeved travel jacket, thin wool inner layer, plain waist belt, neatly finished cotton cuffs, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, one plain waist blade sheathed at his belt, both hands free, rain-darkened matte leather, rain-soaked cloth, restrained road mud at hems. Full-length standing costume continuity study. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C03-RAIN__v01__candidate.png
MB-C16-ARMOR,杜长庚｜归途轻甲与佩兵,MJ,B,,C16;P20;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03,MB-C16-FULL;MB-P20-BASE;POST-KIT,43岁灰鬓、褐围巾、宽肩；不穿将军甲；鬓微白、短褐围巾、深褐灰旅衣；甲领低于围巾，边线整洁但有旧折痕。素环首军刀与鞘，环首形与韩、许的素柄腰刀区分；不添令旗或将军金甲。；只加P20轻甲及本人P21，不改脸、衣色或境界；1-3卸甲，1-4以后用常服FULL,"Single fictional Chinese man, age 43, a rectangular-square face, broad jaw, low straight thick eyebrows, narrow calm eyes, straight broad nose, lightly graying temples, broad shoulders. black hair bound in a plain topknot. brown fine-wool scarf, dark brown-gray fitted travel layers, narrow cuffs, plain cloth belt, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, one plain ring-pommel military blade sheathed at his waist. Full-length neutral standing costume study, equipment at rest, no combat pose. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C16-ARMOR__v01__candidate.png
MB-C16-RAIN,杜长庚｜归途湿甲,MJ,B,,C16;P20;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03,MB-C16-ARMOR,43岁灰鬓、褐围巾、宽肩；不穿将军甲；只改湿度与下摆泥痕，不新增本人伤口；甲不透光，1-3卸下，之后常服,"Single fictional Chinese man, age 43, a rectangular-square face, broad jaw, low straight thick eyebrows, narrow calm eyes, straight broad nose, lightly graying temples, broad shoulders. black hair bound in a plain topknot. brown fine-wool scarf, dark brown-gray fitted travel layers, narrow cuffs, plain cloth belt, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, one plain ring-pommel military blade sheathed at his waist, rain-darkened matte leather, rain-soaked cloth, restrained road mud at hems. Full-length standing costume continuity study. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C16-RAIN__v01__candidate.png
MB-C17-ARMOR,石照川｜归途轻甲与佩兵,MJ,B,,C17;P20;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03,MB-C17-FULL;MB-P20-BASE;POST-KIT,宽肩方脸靛布，不夸张巨人化；搬物动作稳定；宽肩方脸、靛布外褂露袖；轻甲按宽肩裁量，右下护摆有同色旧补边。木芯皮面短盾与短刀鞘；盾在鞍侧带来，下马取下，不是重型巨盾。；只加P20轻甲及本人P21，不改脸、衣色或境界；1-3卸甲，1-4以后用常服FULL,"Single fictional Chinese man, age 38, a square face, broad flat brow ridge, open eyes, weighty jaw, broad chest and shoulders, proportionate sturdy build. plain tightly bound black hair. indigo cotton outer jacket over dark-gray fine wool, narrow cuffs and plain belt, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, one modest leather-faced wooden short shield resting beside him, one short blade sheathed at his belt. Full-length neutral standing costume study, equipment at rest, no combat pose. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C17-ARMOR__v01__candidate.png
MB-C17-RAIN,石照川｜归途湿甲,MJ,B,,C17;P20;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03,MB-C17-ARMOR,宽肩方脸靛布，不夸张巨人化；搬物动作稳定；只改湿度与下摆泥痕，不新增本人伤口；甲不透光，1-3卸下，之后常服,"Single fictional Chinese man, age 38, a square face, broad flat brow ridge, open eyes, weighty jaw, broad chest and shoulders, proportionate sturdy build. plain tightly bound black hair. indigo cotton outer jacket over dark-gray fine wool, narrow cuffs and plain belt, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, one modest leather-faced wooden short shield resting beside him, one short blade sheathed at his belt, rain-darkened matte leather, rain-soaked cloth, restrained road mud at hems. Full-length standing costume continuity study. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C17-RAIN__v01__candidate.png
MB-C18-ARMOR,孟宽｜归途轻甲与佩兵,MJ,B,,C18;P20;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03,MB-C18-FULL;MB-P20-BASE;POST-KIT,粗眉短须赭腰带，与孟达绝不共脸；浓眉短须、烟灰褂与赭腰带；甲下腰带保持可见，甲摆比宽肩人物更利落。步战长刀与鞘；骑行收在鞍侧，下马才取，不作马上大开大合斩击。；只加P20轻甲及本人P21，不改脸、衣色或境界；1-3卸甲，1-4以后用常服FULL,"Single fictional Chinese man, age 36, a broad rectangular face, thick natural brows, lively eyes, short beard, strong jaw and muscular shoulders. plain bound black hair. smoky-gray travel coat over dark-brown layers, clearly visible ochre cloth belt, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, one plain long infantry blade fully sheathed, held at rest beside his body. Full-length neutral standing costume study, equipment at rest, no combat pose. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C18-ARMOR__v01__candidate.png
MB-C18-RAIN,孟宽｜归途湿甲,MJ,B,,C18;P20;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03,MB-C18-ARMOR,粗眉短须赭腰带，与孟达绝不共脸；只改湿度与下摆泥痕，不新增本人伤口；甲不透光，1-3卸下，之后常服,"Single fictional Chinese man, age 36, a broad rectangular face, thick natural brows, lively eyes, short beard, strong jaw and muscular shoulders. plain bound black hair. smoky-gray travel coat over dark-brown layers, clearly visible ochre cloth belt, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, one plain long infantry blade fully sheathed, held at rest beside his body, rain-darkened matte leather, rain-soaked cloth, restrained road mud at hems. Full-length standing costume continuity study. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C18-RAIN__v01__candidate.png
MB-C19-ARMOR,罗百泉｜归途轻甲与佩兵,MJ,B,,C19;P20;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03,MB-C19-FULL;MB-P20-BASE;POST-KIT,45岁灰短须，前三集正常步态不提前跛行；长脸、灰短须、灰褐衣；甲下摆磨得软，仍站稳行走，不预演后篇膝伤。素木杆长枪；完整枪杆轮廓清楚，不用夸张刃头；鞍侧携行，下马取用。；只加P20轻甲及本人P21，不改脸、衣色或境界；1-3卸甲，1-4以后用常服FULL,"Single fictional Chinese man, age 45, a long face, open relaxed brows, clear nose, neat short gray beard, lean strong frame, upright balanced stance. black-and-gray hair tied simply. gray-brown travel layers with a lighter inner collar, long clean vertical lines, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, one plain long wooden-shafted spear film prop at rest beside him, full silhouette visible. Full-length neutral standing costume study, equipment at rest, no combat pose. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C19-ARMOR__v01__candidate.png
MB-C19-RAIN,罗百泉｜归途湿甲,MJ,B,,C19;P20;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03,MB-C19-ARMOR,45岁灰短须，前三集正常步态不提前跛行；只改湿度与下摆泥痕，不新增本人伤口；甲不透光，1-3卸下，之后常服,"Single fictional Chinese man, age 45, a long face, open relaxed brows, clear nose, neat short gray beard, lean strong frame, upright balanced stance. black-and-gray hair tied simply. gray-brown travel layers with a lighter inner collar, long clean vertical lines, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, one plain long wooden-shafted spear film prop at rest beside him, full silhouette visible, rain-darkened matte leather, rain-soaked cloth, restrained road mud at hems. Full-length standing costume continuity study. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C19-RAIN__v01__candidate.png
MB-C20-ARMOR,崔望野｜归途轻甲与佩兵,MJ,B,,C20;P20;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03,MB-C20-FULL;MB-P20-BASE;POST-KIT,瘦长脸短披肩；辨脸不靠遮眼发缕，弓另归随身附件；瘦长身形、灰蓝内衣与收短的深灰披肩；皮甲不遮净披肩识别，不添射手面罩。裹短弓、封口箭袋与腰刀；开场弓包留鞍侧，改腰刀接阵，不开弓不放箭。；只加P20轻甲及本人P21，不改脸、衣色或境界；1-3卸甲，1-4以后用常服FULL,"Single fictional Chinese man, age 34, a narrow face with flat cheekbone planes, fine firm brows, elongated eyes, tall slim frame and open neck posture. black hair bound away from the eyes. dark-gray short fine-wool shoulder cape over gray-blue close-woven cotton, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, one short bow wrapped in dark rain cloth beside a closed arrow pouch, one plain waist blade sheathed at his belt. Full-length neutral standing costume study, equipment at rest, no combat pose. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C20-ARMOR__v01__candidate.png
MB-C20-RAIN,崔望野｜归途湿甲,MJ,B,,C20;P20;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03,MB-C20-ARMOR,瘦长脸短披肩；辨脸不靠遮眼发缕，弓另归随身附件；只改湿度与下摆泥痕，不新增本人伤口；甲不透光，1-3卸下，之后常服,"Single fictional Chinese man, age 34, a narrow face with flat cheekbone planes, fine firm brows, elongated eyes, tall slim frame and open neck posture. black hair bound away from the eyes. dark-gray short fine-wool shoulder cape over gray-blue close-woven cotton, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, one short bow wrapped in dark rain cloth beside a closed arrow pouch, one plain waist blade sheathed at his belt, rain-darkened matte leather, rain-soaked cloth, restrained road mud at hems. Full-length standing costume continuity study. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C20-RAIN__v01__candidate.png
MB-C21-ARMOR,伍成｜归途轻甲与佩兵,MJ,B,,C21;P20;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03,MB-C21-FULL;MB-P20-BASE;POST-KIT,29岁轻瘦不幼态，浅褐短褂；跑腿不是杂耍；清瘦、浅褐短衣，甲轮廓贴合但不塑成壮汉；布绑腿与窄袖清楚。短矛；与罗的长枪保持明显长短和体量差，不改成第二名弓手。；只加P20轻甲及本人P21，不改脸、衣色或境界；1-3卸甲，1-4以后用常服FULL,"Single fictional Chinese man, age 29, a narrow diamond face with modest cheek fullness, open brow tails, bright eyes, light lean adult frame with strong arms. plain bound black hair. light-brown short cotton jacket with warm-gray inner collar, thin wool underlayer, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, one plain short spear film prop at rest beside him, visibly shorter than the long-spear family. Full-length neutral standing costume study, equipment at rest, no combat pose. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C21-ARMOR__v01__candidate.png
MB-C21-RAIN,伍成｜归途湿甲,MJ,B,,C21;P20;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03,MB-C21-ARMOR,29岁轻瘦不幼态，浅褐短褂；跑腿不是杂耍；只改湿度与下摆泥痕，不新增本人伤口；甲不透光，1-3卸下，之后常服,"Single fictional Chinese man, age 29, a narrow diamond face with modest cheek fullness, open brow tails, bright eyes, light lean adult frame with strong arms. plain bound black hair. light-brown short cotton jacket with warm-gray inner collar, thin wool underlayer, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, one plain short spear film prop at rest beside him, visibly shorter than the long-spear family, rain-darkened matte leather, rain-soaked cloth, restrained road mud at hems. Full-length standing costume continuity study. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C21-RAIN__v01__candidate.png
MB-C22-ARMOR,段平生｜归途轻甲与佩兵,MJ,B,,C22;P20;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03,MB-C22-FULL;MB-P20-BASE;POST-KIT,宽厚、米白领巾；厨房与战阵同一人，不能减出九卒；宽背、暖灰衣、米白颈巾；轻甲按体量适配，领缘保留巾角，不是厨役制服。木芯皮面短盾与腰刀鞘；接住伤者时腰刀在鞘内，一手扶人不同时挥刀。；只加P20轻甲及本人P21，不改脸、衣色或境界；1-3卸甲，1-4以后用常服FULL,"Single fictional Chinese man, age 40, a broad rounded jaw, open thick eyebrows, gentle eyes, thick shoulders and naturally solid waist, warm sun-touched skin. plain bound black hair. warm-gray cotton travel coat, off-white woven neck cloth, fine-wool inner layer, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, one modest leather-faced wooden short shield resting beside him, one waist blade sheathed at his belt. Full-length neutral standing costume study, equipment at rest, no combat pose. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C22-ARMOR__v01__candidate.png
MB-C22-RAIN,段平生｜归途湿甲,MJ,B,,C22;P20;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03,MB-C22-ARMOR,宽厚、米白领巾；厨房与战阵同一人，不能减出九卒；只改湿度与下摆泥痕，不新增本人伤口；甲不透光，1-3卸下，之后常服,"Single fictional Chinese man, age 40, a broad rounded jaw, open thick eyebrows, gentle eyes, thick shoulders and naturally solid waist, warm sun-touched skin. plain bound black hair. warm-gray cotton travel coat, off-white woven neck cloth, fine-wool inner layer, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, one modest leather-faced wooden short shield resting beside him, one waist blade sheathed at his belt, rain-darkened matte leather, rain-soaked cloth, restrained road mud at hems. Full-length standing costume continuity study. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C22-RAIN__v01__candidate.png
MB-C23-ARMOR,许照邻｜归途轻甲与佩兵,MJ,B,,C23;P20;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03,MB-C23-FULL;MB-P20-BASE;POST-KIT,窄脸青衣，与自己的方口包绑定；不是主角私人小行囊；窄脸、蓝布衣、方口私包；甲缘有细整旧补线，行囊归属与顾砚P02分开。腰刀与鞘；先放稳取回的P02才用刀，脱险收刀后再把P02放到H08鞍侧。；只加P20轻甲及本人P21，不改脸、衣色或境界；1-3卸甲，1-4以后用常服FULL,"Single fictional Chinese man, age 32, a narrow face, defined brows, concentrated eyes, clear nose and jaw, evenly proportioned lean strong frame. neatly bound black hair. blue cotton travel clothes with smoky-gray inner layers, carefully finished bindings, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, one plain waist blade sheathed at his belt, personal square-mouth cloth bag placed separately. Full-length neutral standing costume study, equipment at rest, no combat pose. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C23-ARMOR__v01__candidate.png
MB-C23-RAIN,许照邻｜归途湿甲,MJ,B,,C23;P20;P21,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03,MB-C23-ARMOR,窄脸青衣，与自己的方口包绑定；不是主角私人小行囊；只改湿度与下摆泥痕，不新增本人伤口；甲不透光，1-3卸下，之后常服,"Single fictional Chinese man, age 32, a narrow face, defined brows, concentrated eyes, clear nose and jaw, evenly proportioned lean strong frame. neatly bound black hair. blue cotton travel clothes with smoky-gray inner layers, carefully finished bindings, short fitted matte dark-brown light leather armor over the existing narrow-sleeved travel clothing, soft shoulder edges, short split protective skirt panels, restrained dark rivets and cloth edging, visible personal collar and sleeve colors, plain cloth leg wraps and worn boots, no helmet, no gold ornaments, no modern tactical straps, one plain waist blade sheathed at his belt, personal square-mouth cloth bag placed separately, rain-darkened matte leather, rain-soaked cloth, restrained road mud at hems. Full-length standing costume continuity study. Plain warm-gray studio background, one subject, one frame. Lavish, high-end Chinese costume idol drama aesthetic, refined casting and fitted costume construction, luminous directional face modelling, natural skin texture, rich translucent color, readable dark fabrics. --ar 2:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-C23-RAIN__v01__candidate.png
MB-BAG-C23,许照邻方口包,MJ,B,,C23,GJ-EP01-SC01;GJ-EP01-SC02;GJ-EP01-SC03;GJ-EP02-SC04;GJ-EP03-SC05,,与P02软口小行囊必须一眼区分；非新P号,"One square-mouthed structured blue-cloth travel satchel with a fitted cover flap, carefully tied bindings and visible edge repairs, neutral object study with soft side light. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-BAG-C23__v01__candidate.png
MB-P10-BOWL,热粥碗,MJ,B,,P10,GJ-EP01-SC03;GJ-EP02-SC01;GJ-EP02-SC05;GJ-EP03-SC05,,冷热改变蒸汽，不改变碗；不能复制书房碎杯,"One plain warm-gray ceramic bowl containing softly steaming rice porridge, simple everyday vessel, tabletop object view, diffuse side light and subtle glaze reflections. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-P10-BOWL__v01__candidate.png
MB-P10-WATER,温水杯,MJ,B,,P10,GJ-EP01-SC03;GJ-EP02-SC01;GJ-EP02-SC05;GJ-EP03-SC05,,与P09 pale圆口杯母形不同；顾伯留右手边,"One straight-sided plain brown ceramic water cup with warm water, modest daily vessel, neutral object view, diffuse side light. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-P10-WATER__v01__candidate.png
MB-P18-POUCH,共同饭钱袋,MJ,B,,P18,GJ-EP02-SC04;GJ-EP03-SC05,,合凑饭钱，不把各人安家钱都装在此袋,"One small plain dark-gray drawstring coin pouch, modest weight sagging at the bottom, intact cotton cord and fine old stitches, isolated object study, diffuse light. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-P18-POUCH__v01__candidate.png
MB-S04-MIRROR,书房铜镜实体,MJ,B,,S04,GJ-EP01-SC04;GJ-EP01-SC05;GJ-EP01-SC06,,普通反射、不出现第二人格；镜内人需后制匹配,"One plain standing bronze mirror on a modest dark wooden support, softly imperfect ordinary reflective surface, three-quarter object view, neutral background, angled diffuse light. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-S04-MIRROR__v01__candidate.png
MB-S04-LATCH,书房门内闩,MJ,B,,S04,GJ-EP01-SC04;GJ-EP01-SC05;GJ-EP01-SC06,,开闭两态同构件，原顾亲手闩、今顾亲手开；不是密码机关,"The inside of a plain Chinese timber study door with one simple horizontal wooden bolt mounted on the door, worn contact marks, close object detail, warm practical lamp illumination. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-S04-LATCH__v01__candidate.png
MB-S04-LAMP,书房案灯,MJ,B,,S04,GJ-EP01-SC04;GJ-EP01-SC05;GJ-EP01-SC06,,光源不漂浮；定灯座位置后才延展夜景,"One modest oil lamp on an aged wooden desk, a small steady flame sheltered by a plain pale shade, warm localized light with quick falloff into the room, realistic soot-free everyday object. --ar 4:3 --v 8.2 --raw --s 75 --c 0",ready_for_exploration,MB-S04-LAMP__v01__candidate.png
MB-S03-TABLE,门院可移动小案,MJ,A,,S03,GJ-EP01-SC03;GJ-EP01-SC04;GJ-EP01-SC06;GJ-EP02-SC01;GJ-EP02-SC02;GJ-EP02-SC04;GJ-EP02-SC05;GJ-EP03-SC01;GJ-EP03-SC02;GJ-EP03-SC03;GJ-EP03-SC04;GJ-EP03-SC05,MB-ENV-S03-HALL,不同于前厅固定大案；门外人只能伸手够到它,"One small portable wooden side table, four plain legs, enough tabletop for one narrow paper and a writing brush, fine repaired joinery, isolated three-quarter object view under diffuse light. --ar 4:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-S03-TABLE__v01__candidate.png
MB-S03-LARGE,前厅固定大案,MJ,B,,S03,GJ-EP01-SC03;GJ-EP01-SC04;GJ-EP01-SC06;GJ-EP02-SC01;GJ-EP02-SC02;GJ-EP02-SC04;GJ-EP02-SC05;GJ-EP03-SC01;GJ-EP03-SC02;GJ-EP03-SC03;GJ-EP03-SC04;GJ-EP03-SC05,MB-ENV-S03-HALL,真票在更里面；不移动到门槛、不与小案互换,"One substantial old wooden reception table, broad heavy top, plain strong legs, refined worn joinery and a dark satin wood surface, isolated three-quarter object view under diffuse light. --ar 4:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-S03-LARGE__v01__candidate.png
MB-P01-HORSE,小车双匹棕色牵引马,MJ,B,,P01,GJ-EP01-SC01,MB-P01-BASE,正好两匹普通棕色牵引马，并排双挽、各自身体和挽具可辨；不生成单马、串列或第三匹。仅属P01，不复用P19八匹骑乘马；全队十匹马。沿用MB-P01-HORSE任务号，父母版为空车，之后按双马车具关系核对组合；不新增车夫，不作真实驾驭或挽具安装教学。,"Exactly two ordinary adult brown draft horses standing calmly side by side, plain matching period leather harness for a paired team, no riding saddles, full bodies visible in a front three-quarter view, natural proportions, neutral ground and diffuse daylight, no rider, no driver, no cart, no additional horses. --ar 4:3 --v 8.2 --raw --s 75 --c 0",awaiting_parent_selection,MB-P01-HORSE__v01__candidate.png
